Geneid	JH01_A01	JH01_A02	JH01_A03	JH01_A04	JH01_A05	JH01_A06	JH02_A01	JH02_A02	JH02_A03	JH02_A04	JH02_A05	JH02_A06	JH01_B01	JH01_B02	JH01_B03	JH01_B04	JH01_B05	JH01_B06	JH02_B01	JH02_B02	JH02_B03	JH02_B04	JH02_B05	JH02_B06	JH01_C01	JH01_C02	JH01_C03	JH01_C04	JH01_C05	JH01_C06	JH02_C01	JH02_C02	JH02_C03	JH02_C04	JH02_C05	JH02_C06
AS_CDS:b1644:ydhJ:putative_membrane_fusion_protein_MFP_of_YdhJK_efflux_pump:cds1633:+:857:NC_000913.3	7	0	13	7	11	31	12	26	59	30	29	22	14	4	18	20	52	35	13	9	31	9	10	18	2	4	33	17	26	44	19	1	1	27	21	2
CDS:b1645:ydhK:putative_efflux_protein_PET_component_of_YdhJK_efflux_pump:cds1634:+:2012:NC_000913.3	397	139	323	298	270	413	557	748	721	390	290	271	563	182	315	254	497	329	471	491	449	240	75	149	214	406	897	139	173	478	504	201	224	330	179	137
AS_CDS:b1645:ydhK:putative_efflux_protein_PET_component_of_YdhJK_efflux_pump:cds1634:+:2012:NC_000913.3	91	50	142	162	533	1978	214	292	324	194	176	246	165	78	124	431	1509	1750	201	133	242	139	137	217	88	127	361	346	856	2308	125	73	103	164	214	158
CDS:b1646:sodC:superoxide_dismutase%2C_Cu%2C_Zn%2C_periplasmic:cds1635:-:521:NC_000913.3	97	89	263	373	1061	3447	162	363	322	249	260	357	165	132	234	924	3160	3219	162	251	282	297	138	252	137	151	453	571	1492	3989	80	104	71	222	226	202
AS_CDS:b1646:sodC:superoxide_dismutase%2C_Cu%2C_Zn%2C_periplasmic:cds1635:-:521:NC_000913.3	29	8	19	19	27	39	39	31	71	21	33	7	43	12	22	18	50	56	15	39	63	22	13	10	17	19	103	17	33	58	24	17	2	18	9	19
IGR:(CDS,b1646,sodC,superoxide_dismutase%2C_Cu%2C_Zn%2C_periplasmic,cds1635,-,521/CDS,b1647,ydhF,putative_oxidoreductase,cds1636,-,896):+:29:NC_000913.3	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	2	0	0	0	1	1	0
AS_IGR:(CDS,b1646,sodC,superoxide_dismutase%2C_Cu%2C_Zn%2C_periplasmic,cds1635,-,521/CDS,b1647,ydhF,putative_oxidoreductase,cds1636,-,896):+:29:NC_000913.3	8	12	24	34	79	221	13	44	43	29	32	36	13	12	24	80	188	201	13	27	39	35	11	28	12	17	40	41	103	269	9	11	8	23	25	20
CDS:b1647:ydhF:putative_oxidoreductase:cds1636:-:896:NC_000913.3	339	314	626	630	574	1450	426	1307	1223	786	640	789	467	298	565	905	1740	1373	381	841	1176	783	265	742	342	349	803	359	548	1598	345	219	263	558	441	510
AS_CDS:b1647:ydhF:putative_oxidoreductase:cds1636:-:896:NC_000913.3	9	0	23	6	10	26	8	14	16	4	8	9	10	5	4	10	27	33	10	14	20	13	4	11	7	11	24	9	13	24	12	5	6	6	12	7
CDS:b1648:ydhL:DUF1289_family_protein:cds1637:-:239:NC_000913.3	43	36	80	117	205	608	61	211	257	127	107	162	87	24	89	259	770	648	65	85	175	90	56	121	67	29	189	157	333	781	83	25	64	104	51	61
AS_CDS:b1648:ydhL:DUF1289_family_protein:cds1637:-:239:NC_000913.3	1	0	0	0	3	4	4	7	5	0	4	0	4	0	0	0	6	7	1	4	1	1	4	0	1	0	5	1	2	21	0	0	0	3	6	0
IGR:(CDS,b1648,ydhL,DUF1289_family_protein,cds1637,-,239/CDS,b1649,nemR,transcriptional_repressor_for_the_nemRA-gloA_operon%2C_quinone-%2C_glyoxal-%2C_and_HOCl-activated,cds1638,+,599):+:61:NC_000913.3	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AS_IGR:(CDS,b1648,ydhL,DUF1289_family_protein,cds1637,-,239/CDS,b1649,nemR,transcriptional_repressor_for_the_nemRA-gloA_operon%2C_quinone-%2C_glyoxal-%2C_and_HOCl-activated,cds1638,+,599):+:61:NC_000913.3	0	1	3	2	15	28	2	10	12	4	4	5	4	1	4	14	35	36	3	5	10	5	3	7	2	2	11	7	13	38	4	1	1	8	3	3
CDS:b1649:nemR:transcriptional_repressor_for_the_nemRA-gloA_operon%2C_quinone-%2C_glyoxal-%2C_and_HOCl-activated:cds1638:+:599:NC_000913.3	120	95	101	112	101	139	163	315	189	102	89	64	163	49	99	204	176	107	156	133	117	127	41	46	65	117	217	81	85	140	136	45	43	95	34	61
AS_CDS:b1649:nemR:transcriptional_repressor_for_the_nemRA-gloA_operon%2C_quinone-%2C_glyoxal-%2C_and_HOCl-activated:cds1638:+:599:NC_000913.3	0	2	2	7	7	22	1	10	21	2	24	20	6	12	10	8	30	7	8	2	22	17	6	1	6	6	16	0	3	21	4	1	0	17	11	1
CDS:b1650:nemA:chromate_reductase%2C_quinone_reductase%2C_FMN-linked%3B_N-Ethylmaleimide_reductase%3B_old_yellow_enzyme:cds1639:+:1097:NC_000913.3	252	147	306	306	390	451	396	399	416	387	320	272	392	192	189	483	732	415	374	383	343	315	145	176	143	275	545	194	196	433	306	160	140	300	187	201
AS_CDS:b1650:nemA:chromate_reductase%2C_quinone_reductase%2C_FMN-linked%3B_N-Ethylmaleimide_reductase%3B_old_yellow_enzyme:cds1639:+:1097:NC_000913.3	11	0	20	14	4	13	8	52	84	41	40	45	39	3	20	12	26	17	28	18	59	30	24	44	1	28	35	22	15	41	6	16	36	21	16	41
IGR:(CDS,b1650,nemA,chromate_reductase%2C_quinone_reductase%2C_FMN-linked%3B_N-Ethylmaleimide_reductase%3B_old_yellow_enzyme,cds1639,+,1097/CDS,b1651,gloA,glyoxalase_I%2C_Ni-dependent,cds1640,+,407):+:29:NC_000913.3	25	28	37	40	45	55	38	59	69	49	36	29	32	17	16	44	63	55	41	34	38	28	18	18	16	25	52	18	26	40	31	24	18	23	21	23
AS_IGR:(CDS,b1650,nemA,chromate_reductase%2C_quinone_reductase%2C_FMN-linked%3B_N-Ethylmaleimide_reductase%3B_old_yellow_enzyme,cds1639,+,1097/CDS,b1651,gloA,glyoxalase_I%2C_Ni-dependent,cds1640,+,407):+:29:NC_000913.3	0	1	3	4	2	3	1	12	20	7	11	11	3	0	1	2	4	4	5	1	9	8	3	7	0	2	3	5	4	5	0	0	5	6	3	4
CDS:b1651:gloA:glyoxalase_I%2C_Ni-dependent:cds1640:+:407:NC_000913.3	1022	1017	939	1300	1163	2317	1413	2952	3787	2051	1435	1384	1348	875	1012	1633	3233	2293	1704	2165	2982	1171	552	1096	808	1786	2582	770	1006	2112	1307	1071	786	1154	1013	912
AS_CDS:b1651:gloA:glyoxalase_I%2C_Ni-dependent:cds1640:+:407:NC_000913.3	0	2	9	12	6	10	3	35	68	22	39	41	7	1	11	9	13	15	9	4	27	26	9	22	1	1	13	15	12	18	8	0	9	28	11	11
IGR:(CDS,b1651,gloA,glyoxalase_I%2C_Ni-dependent,cds1640,+,407/CDS,b1652,rnt,RNase_T%3B_exoribonuclease_T%3B_structured_DNA_3'_exonuclease%3B_RNA_processing%3B_DNA_repair,cds1641,+,647):+:51:NC_000913.3	98	99	96	122	138	260	168	358	421	233	147	161	144	92	116	192	378	280	202	261	317	131	61	132	109	255	326	127	140	293	159	150	115	153	147	103
AS_IGR:(CDS,b1651,gloA,glyoxalase_I%2C_Ni-dependent,cds1640,+,407/CDS,b1652,rnt,RNase_T%3B_exoribonuclease_T%3B_structured_DNA_3'_exonuclease%3B_RNA_processing%3B_DNA_repair,cds1641,+,647):+:51:NC_000913.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
CDS:b1652:rnt:RNase_T%3B_exoribonuclease_T%3B_structured_DNA_3'_exonuclease%3B_RNA_processing%3B_DNA_repair:cds1641:+:647:NC_000913.3	665	237	327	262	140	304	823	538	470	419	248	223	971	282	227	239	253	247	784	513	314	208	97	160	208	430	705	119	175	284	571	233	208	248	154	173
AS_CDS:b1652:rnt:RNase_T%3B_exoribonuclease_T%3B_structured_DNA_3'_exonuclease%3B_RNA_processing%3B_DNA_repair:cds1641:+:647:NC_000913.3	7	1	0	6	0	3	0	1	13	0	1	0	4	0	5	0	9	6	0	0	7	0	8	2	0	0	4	0	0	3	1	0	3	9	0	0
IGR:(CDS,b1652,rnt,RNase_T%3B_exoribonuclease_T%3B_structured_DNA_3'_exonuclease%3B_RNA_processing%3B_DNA_repair,cds1641,+,647/CDS,b1653,lhr,putative_ATP-dependent_helicase,cds1642,+,4616):+:41:NC_000913.3	45	15	24	23	12	20	60	42	44	36	18	28	62	21	20	27	25	14	45	48	33	17	10	17	28	47	64	9	18	29	52	18	15	26	18	11
AS_IGR:(CDS,b1652,rnt,RNase_T%3B_exoribonuclease_T%3B_structured_DNA_3'_exonuclease%3B_RNA_processing%3B_DNA_repair,cds1641,+,647/CDS,b1653,lhr,putative_ATP-dependent_helicase,cds1642,+,4616):+:41:NC_000913.3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
CDS:b1653:lhr:putative_ATP-dependent_helicase:cds1642:+:4616:NC_000913.3	415	209	357	532	288	682	571	686	776	632	492	634	562	196	257	400	720	446	437	423	477	335	267	520	284	421	1190	219	405	797	372	271	256	433	481	504
AS_CDS:b1653:lhr:putative_ATP-dependent_helicase:cds1642:+:4616:NC_000913.3	443	257	381	321	222	469	514	1003	1771	743	511	438	516	194	346	285	513	416	715	447	815	297	213	324	348	487	1313	173	302	521	567	335	361	406	314	287
CDS:b1654:grxD:glutaredoxin-4:cds1643:-:347:NC_000913.3	4956	2768	3805	3419	1936	4150	5264	10184	19888	7413	4462	4235	5492	2135	3408	2471	4498	3514	7930	5321	9755	3330	1654	2549	3599	4789	12144	1379	2147	4186	5788	3092	3227	3203	2378	2490
AS_CDS:b1654:grxD:glutaredoxin-4:cds1643:-:347:NC_000913.3	39	38	57	58	32	79	72	142	227	102	50	59	70	20	51	30	95	67	121	60	101	37	31	45	85	94	204	32	49	133	72	39	60	41	60	37
IGR:(CDS,b1654,grxD,glutaredoxin-4,cds1643,-,347/CDS,b1655,mepH,murein_DD-endopeptidase%2C_space-maker_hydrolase,cds1644,+,815):+:292:NC_000913.3	155	113	173	181	161	225	174	584	681	347	344	224	146	66	111	179	241	197	218	182	328	229	138	194	125	88	352	94	204	254	221	74	187	284	186	138
AS_IGR:(CDS,b1654,grxD,glutaredoxin-4,cds1643,-,347/CDS,b1655,mepH,murein_DD-endopeptidase%2C_space-maker_hydrolase,cds1644,+,815):+:292:NC_000913.3	467	289	361	353	145	242	519	912	1732	679	344	295	439	188	245	133	355	229	574	457	822	252	153	193	296	496	1180	123	176	375	609	280	314	302	234	269
CDS:b1655:mepH:murein_DD-endopeptidase%2C_space-maker_hydrolase:cds1644:+:815:NC_000913.3	655	920	1360	1253	867	1007	924	5057	4563	2444	2986	1470	921	685	807	974	1352	878	1233	2003	2066	1470	816	1091	899	899	4102	709	886	1144	1334	769	1609	2363	1180	1260
AS_CDS:b1655:mepH:murein_DD-endopeptidase%2C_space-maker_hydrolase:cds1644:+:815:NC_000913.3	76	36	94	55	61	179	100	176	285	115	114	133	109	43	55	46	243	174	99	80	156	122	77	98	38	56	177	66	140	358	77	21	50	89	125	89
IGR:(CDS,b1655,mepH,murein_DD-endopeptidase%2C_space-maker_hydrolase,cds1644,+,815/CDS,b1656,sodB,superoxide_dismutase%2C_Fe,cds1645,+,581):+:76:NC_000913.3	90	69	176	161	129	181	121	377	642	312	374	440	113	53	160	133	280	91	143	166	312	190	152	342	87	121	413	84	132	235	123	78	172	244	259	247
AS_IGR:(CDS,b1655,mepH,murein_DD-endopeptidase%2C_space-maker_hydrolase,cds1644,+,815/CDS,b1656,sodB,superoxide_dismutase%2C_Fe,cds1645,+,581):+:76:NC_000913.3	18	33	12	14	28	111	24	49	49	14	31	54	28	3	11	21	98	47	18	16	16	17	10	12	20	11	63	78	48	268	28	6	16	32	37	22
CDS:b1656:sodB:superoxide_dismutase%2C_Fe:cds1645:+:581:NC_000913.3	6264	3220	11232	10354	6960	11184	8239	12345	41017	17738	20594	32287	8976	2093	11080	9382	20459	6136	9038	6739	27459	14697	9825	25402	5079	8361	22782	5202	5779	13663	8184	3900	8975	15082	16951	25355
AS_CDS:b1656:sodB:superoxide_dismutase%2C_Fe:cds1645:+:581:NC_000913.3	52	21	24	39	25	94	53	99	72	40	19	55	83	19	17	31	66	44	66	22	52	35	5	15	29	33	53	33	32	128	76	32	32	37	28	31
IGR:(CDS,b1656,sodB,superoxide_dismutase%2C_Fe,cds1645,+,581/CDS,b1657,ydhP,putative_MFS_transporter%2C_inner_membrane_protein,cds1646,-,1169):+:100:NC_000913.3	2478	1069	3999	3781	3176	4569	2697	4670	14462	6966	8524	10808	3681	749	3764	3797	7125	2482	3569	2058	8710	5575	2966	9018	2063	2562	8560	2200	2299	6060	3561	1444	4135	6493	6851	8623
AS_IGR:(CDS,b1656,sodB,superoxide_dismutase%2C_Fe,cds1645,+,581/CDS,b1657,ydhP,putative_MFS_transporter%2C_inner_membrane_protein,cds1646,-,1169):+:100:NC_000913.3	15	3	3	6	8	13	24	19	12	11	2	11	27	5	2	9	19	15	17	2	10	4	0	1	5	7	12	2	3	22	18	10	9	15	4	12
CDS:b1657:ydhP:putative_MFS_transporter%2C_inner_membrane_protein:cds1646:-:1169:NC_000913.3	321	128	159	166	83	253	481	359	643	269	190	308	484	55	102	140	312	209	385	120	367	117	91	193	76	229	440	70	108	371	241	93	69	238	129	235
AS_CDS:b1657:ydhP:putative_MFS_transporter%2C_inner_membrane_protein:cds1646:-:1169:NC_000913.3	1482	629	2295	2216	1893	2585	1558	2731	8456	3974	4858	6227	2227	445	2180	2292	4394	1478	2173	1220	5274	3322	1728	5300	1241	1510	5153	1283	1336	3649	2208	843	2436	3828	3990	4792
IGR:(CDS,b1657,ydhP,putative_MFS_transporter%2C_inner_membrane_protein,cds1646,-,1169/CDS,b4602,ynhF,stress_response_membrane,cds1647,-,89):+:114:NC_000913.3	2	1	2	4	3	12	6	3	9	6	8	12	3	2	4	7	23	14	10	1	14	5	8	15	5	13	21	7	18	33	3	2	12	12	24	31
AS_IGR:(CDS,b1657,ydhP,putative_MFS_transporter%2C_inner_membrane_protein,cds1646,-,1169/CDS,b4602,ynhF,stress_response_membrane,cds1647,-,89):+:114:NC_000913.3	91	83	128	130	170	473	184	243	710	296	485	711	166	46	148	206	684	531	170	96	370	199	256	487	60	169	579	137	317	925	128	72	129	471	423	661
CDS:b4602:ynhF:stress_response_membrane:cds1647:-:89:NC_000913.3	587	581	1309	1493	1527	6028	1159	1961	5304	2487	3475	6261	805	282	819	1390	4958	3917	828	509	1790	1576	1315	3108	636	1383	3934	1309	2392	7097	1177	650	1098	2822	4404	5757
AS_CDS:b4602:ynhF:stress_response_membrane:cds1647:-:89:NC_000913.3	16	7	20	22	26	94	16	34	85	37	56	101	18	5	16	22	58	60	17	11	38	19	13	52	24	26	75	32	51	178	28	14	21	44	119	113
IGR:(CDS,b4602,ynhF,stress_response_membrane,cds1647,-,89/CDS,b1658,purR,transcriptional_repressor%2C_hypoxanthine-binding,cds1648,+,1025):+:257:NC_000913.3	245	200	133	171	177	351	353	469	512	255	316	194	338	89	87	105	182	183	451	239	264	162	65	84	234	339	631	115	275	356	398	148	221	396	184	109
AS_IGR:(CDS,b4602,ynhF,stress_response_membrane,cds1647,-,89/CDS,b1658,purR,transcriptional_repressor%2C_hypoxanthine-binding,cds1648,+,1025):+:257:NC_000913.3	110	109	293	262	317	1415	251	366	860	450	585	1202	179	51	161	317	1237	909	180	125	318	342	215	527	137	303	817	278	497	1487	226	137	214	571	842	1045
CDS:b1658:purR:transcriptional_repressor%2C_hypoxanthine-binding:cds1648:+:1025:NC_000913.3	2105	1375	983	1199	840	2014	2939	2444	4113	1834	1901	1819	2925	854	898	1127	1568	1344	2897	1632	2686	1457	584	850	907	2485	3070	607	998	1849	2438	1347	661	2393	1285	1539
AS_CDS:b1658:purR:transcriptional_repressor%2C_hypoxanthine-binding:cds1648:+:1025:NC_000913.3	89	33	82	78	92	206	71	237	246	118	93	115	93	33	72	75	236	186	119	107	140	78	45	101	80	65	164	50	70	211	129	29	62	81	73	88
CDS:b1659:ydhB:LysR_family_putative_transcriptional_regulator:cds1649:-:932:NC_000913.3	176	153	258	257	269	530	281	708	820	437	369	407	283	89	203	262	669	420	244	243	371	284	174	375	204	255	460	248	219	659	243	85	163	373	296	266
AS_CDS:b1659:ydhB:LysR_family_putative_transcriptional_regulator:cds1649:-:932:NC_000913.3	406	191	177	172	165	386	505	378	701	244	335	360	513	155	200	175	208	177	537	251	417	239	95	155	166	393	471	131	197	464	505	198	123	352	298	235
IGR:(CDS,b1659,ydhB,LysR_family_putative_transcriptional_regulator,cds1649,-,932/CDS,b1660,ydhC,putative_arabinose_efflux_transporter,cds1650,+,1211):+:71:NC_000913.3	4	2	2	3	3	3	7	7	4	2	6	4	7	3	2	1	5	1	5	5	4	4	5	2	3	2	22	0	0	2	7	1	17	3	2	2
AS_IGR:(CDS,b1659,ydhB,LysR_family_putative_transcriptional_regulator,cds1649,-,932/CDS,b1660,ydhC,putative_arabinose_efflux_transporter,cds1650,+,1211):+:71:NC_000913.3	2	8	2	4	10	12	2	7	13	7	3	8	4	1	1	1	10	8	3	4	6	5	4	3	4	6	8	6	6	13	1	1	1	4	2	9
CDS:b1660:ydhC:putative_arabinose_efflux_transporter:cds1650:+:1211:NC_000913.3	399	135	258	163	246	318	608	540	664	269	356	286	633	199	299	172	727	222	670	633	623	176	352	172	285	247	1008	74	99	291	545	123	947	107	133	132
AS_CDS:b1660:ydhC:putative_arabinose_efflux_transporter:cds1650:+:1211:NC_000913.3	18	17	19	19	34	41	41	99	77	35	42	43	33	23	17	33	44	38	31	47	32	54	11	38	22	17	104	22	37	64	64	6	14	25	39	37
IGR:(CDS,b1660,ydhC,putative_arabinose_efflux_transporter,cds1650,+,1211/CDS,b1661,cfa,cyclopropane_fatty_acyl_phospholipid_synthase%2C_SAM-dependent,cds1651,+,1148):+:239:NC_000913.3	1718	1189	1551	1953	1847	4615	2725	3626	5528	3624	2086	2312	1842	500	1186	1789	3431	3663	2580	1630	3003	1869	843	883	840	1748	4603	1269	2508	6441	2266	1052	1592	2019	1597	869
AS_IGR:(CDS,b1660,ydhC,putative_arabinose_efflux_transporter,cds1650,+,1211/CDS,b1661,cfa,cyclopropane_fatty_acyl_phospholipid_synthase%2C_SAM-dependent,cds1651,+,1148):+:239:NC_000913.3	3	1	6	0	6	18	2	3	9	1	4	2	4	1	3	1	7	14	5	1	1	4	0	1	2	6	5	16	2	8	5	0	1	0	0	3
CDS:b1661:cfa:cyclopropane_fatty_acyl_phospholipid_synthase%2C_SAM-dependent:cds1651:+:1148:NC_000913.3	860	476	1296	2496	3361	10505	1625	1760	4028	3343	1536	1827	1346	407	1601	3872	9013	11521	1721	1341	4784	2443	696	1466	621	1198	5156	2375	4500	14148	1451	463	1032	1909	1432	1129
AS_CDS:b1661:cfa:cyclopropane_fatty_acyl_phospholipid_synthase%2C_SAM-dependent:cds1651:+:1148:NC_000913.3	184	107	173	83	63	139	160	429	434	143	143	163	218	57	137	76	145	124	261	219	241	107	59	135	143	150	159	41	70	166	171	62	61	169	88	115
CDS:b1662:ribC:riboflavin_synthase%2C_alpha_subunit:cds1652:-:641:NC_000913.3	1045	914	1225	1152	794	1418	1360	4188	4271	1590	1426	1423	1732	684	1261	1204	1686	1513	1926	1906	2465	1621	587	954	831	1210	1967	527	595	1342	1487	587	667	1200	835	795
AS_CDS:b1662:ribC:riboflavin_synthase%2C_alpha_subunit:cds1652:-:641:NC_000913.3	31	31	77	136	275	728	71	111	216	188	95	125	95	31	102	260	712	861	82	80	236	120	33	124	53	57	357	153	348	1137	85	38	63	113	104	95
IGR:(CDS,b1662,ribC,riboflavin_synthase%2C_alpha_subunit,cds1652,-,641/CDS,b1663,mdtK,multidrug_efflux_system_transporter,cds1653,+,1373):+:173:NC_000913.3	24	2	13	19	24	27	31	21	43	30	23	35	29	11	10	17	43	36	39	11	32	17	13	31	15	37	80	17	48	78	43	26	23	35	16	25
AS_IGR:(CDS,b1662,ribC,riboflavin_synthase%2C_alpha_subunit,cds1652,-,641/CDS,b1663,mdtK,multidrug_efflux_system_transporter,cds1653,+,1373):+:173:NC_000913.3	139	54	96	99	76	144	159	367	380	147	126	107	175	55	86	72	134	164	212	153	216	139	47	89	71	133	291	51	70	166	192	79	75	145	83	82
CDS:b1663:mdtK:multidrug_efflux_system_transporter:cds1653:+:1373:NC_000913.3	907	234	429	362	554	1664	1097	687	1421	574	769	1312	1225	245	538	772	1488	1590	1156	588	1410	672	389	1139	238	781	1059	395	967	1994	1160	291	251	844	985	903
AS_CDS:b1663:mdtK:multidrug_efflux_system_transporter:cds1653:+:1373:NC_000913.3	72	65	169	157	219	462	126	247	236	172	128	115	198	45	177	261	567	460	150	143	206	115	62	115	94	140	385	132	264	565	179	65	66	162	95	80
CDS:b1664:ydhQ:autotransporter_adhesin-related_protein:cds1654:-:1256:NC_000913.3	770	455	991	1330	1574	3787	1055	1839	1574	1445	1004	1116	1103	505	1223	2313	4464	3700	1201	1393	1572	1267	528	938	546	1171	2531	1230	1752	4845	1027	613	792	1310	940	1038
AS_CDS:b1664:ydhQ:autotransporter_adhesin-related_protein:cds1654:-:1256:NC_000913.3	140	49	107	69	130	371	197	147	294	134	194	325	270	61	136	163	350	387	239	142	249	142	69	187	41	150	236	71	267	537	229	83	98	208	196	206
IGR:(CDS,b1664,ydhQ,autotransporter_adhesin-related_protein,cds1654,-,1256/tRNA,b1665,ID,valV,tRNA-Val,id212,+,76):+:286:NC_000913.3	173	63	41	29	13	14	252	194	199	45	31	10	327	35	33	7	21	10	349	80	93	10	9	5	58	90	175	7	4	11	193	51	50	38	7	13
AS_IGR:(CDS,b1664,ydhQ,autotransporter_adhesin-related_protein,cds1654,-,1256/tRNA,b1665,ID,valV,tRNA-Val,id212,+,76):+:286:NC_000913.3	23	14	27	45	38	41	19	68	23	36	32	47	25	11	31	50	79	68	26	28	31	26	20	27	20	60	90	46	42	113	52	27	58	60	32	37
tRNA:b1665,ID:valV:tRNA-Val:id212:+:76:NC_000913.3	951	354	250	173	99	108	1398	1066	1136	270	226	80	1759	219	190	53	124	38	1922	435	505	79	54	49	346	530	981	64	39	101	1088	272	347	232	65	32
AS_tRNA:b1665,ID:valV:tRNA-Val:id212:+:76:NC_000913.3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	1	3	1	0	0	0	0	1	0	1
IGR:(tRNA,b1665,ID,valV,tRNA-Val,id212,+,76/tRNA,b1666,ID,valW,tRNA-Val,id213,+,76):+:3:NC_000913.3	46	16	12	8	4	6	67	50	55	13	10	4	83	10	9	2	6	2	92	20	22	4	2	2	17	26	45	3	2	4	53	12	16	11	3	1
AS_IGR:(tRNA,b1665,ID,valV,tRNA-Val,id212,+,76/tRNA,b1666,ID,valW,tRNA-Val,id213,+,76):+:3:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:b1666,ID:valW:tRNA-Val:id213:+:76:NC_000913.3	1251	445	322	203	92	133	1806	1365	1495	339	281	93	2297	273	236	60	152	42	2526	537	600	104	65	64	439	675	1099	66	41	85	1434	318	404	306	74	44
AS_tRNA:b1666,ID:valW:tRNA-Val:id213:+:76:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	2
IGR:(tRNA,b1666,ID,valW,tRNA-Val,id213,+,76/CDS,b1667,ydhR,putative_monooxygenase,cds1655,+,305):+:86:NC_000913.3	1400	453	352	158	83	123	2035	1319	1650	322	242	139	2734	280	262	76	261	95	3024	614	706	116	81	122	464	659	919	42	44	98	1598	294	307	246	79	69
AS_IGR:(tRNA,b1666,ID,valW,tRNA-Val,id213,+,76/CDS,b1667,ydhR,putative_monooxygenase,cds1655,+,305):+:86:NC_000913.3	0	0	0	3	0	5	0	0	8	0	0	0	0	0	0	2	3	4	0	0	1	0	0	3	0	0	0	0	6	0	0	0	0	0	1	6
CDS:b1667:ydhR:putative_monooxygenase:cds1655:+:305:NC_000913.3	2675	829	1352	1291	2692	5331	3921	3486	7469	2825	4104	8977	5844	591	1356	2711	10548	6225	5997	1655	4616	3355	3280	8261	974	1518	3245	1451	2630	8411	3731	626	1093	3443	5196	5700
AS_CDS:b1667:ydhR:putative_monooxygenase:cds1655:+:305:NC_000913.3	1	0	6	7	8	13	15	13	33	6	7	7	7	1	5	13	5	8	14	14	15	9	4	5	5	10	6	3	10	7	10	1	1	4	1	16
IGR:(CDS,b1667,ydhR,putative_monooxygenase,cds1655,+,305/CDS,b1668,ydhS,putative_oxidoreductase,cds1656,+,1604):+:74:NC_000913.3	282	85	170	175	385	724	365	362	942	378	532	1185	606	61	166	343	1378	823	613	196	556	429	407	1027	112	166	450	223	371	1254	423	81	153	466	747	732
AS_IGR:(CDS,b1667,ydhR,putative_monooxygenase,cds1655,+,305/CDS,b1668,ydhS,putative_oxidoreductase,cds1656,+,1604):+:74:NC_000913.3	0	0	0	3	1	3	3	7	4	1	1	2	4	0	0	2	1	2	2	0	3	1	1	0	1	2	3	1	2	5	2	0	1	2	1	2
CDS:b1668:ydhS:putative_oxidoreductase:cds1656:+:1604:NC_000913.3	202	56	148	194	773	3011	307	126	187	66	94	76	421	40	178	1026	3507	2579	369	104	158	81	27	85	84	139	288	659	1020	3044	285	33	43	52	39	59
AS_CDS:b1668:ydhS:putative_oxidoreductase:cds1656:+:1604:NC_000913.3	107	53	99	97	62	149	158	214	369	116	160	199	89	27	122	62	184	108	134	61	173	70	46	80	66	98	288	52	63	133	121	45	73	135	104	92
CDS:b1669:ydhT:FNR%2C_Nar%2C_NarP-regulated_protein%3B_putative_subunit_of_YdhYVWXUT_oxidoreductase_complex:cds1657:-:812:NC_000913.3	12	18	23	32	45	72	29	47	62	53	28	231	13	7	34	43	77	40	27	29	59	23	7	42	12	16	79	31	58	100	10	1	14	39	57	75
AS_CDS:b1669:ydhT:FNR%2C_Nar%2C_NarP-regulated_protein%3B_putative_subunit_of_YdhYVWXUT_oxidoreductase_complex:cds1657:-:812:NC_000913.3	18	4	35	47	131	546	20	35	27	22	29	10	38	15	44	187	581	357	28	14	7	7	2	3	14	5	55	108	173	491	11	0	15	9	2	11
CDS:b1670:ydhU:putative_cytochrome_b_subunit_of_YdhYVWXUT_oxidoreductase_complex:cds1658:-:785:NC_000913.3	22	11	32	42	71	94	32	93	108	76	92	251	18	12	29	68	127	93	34	32	80	88	27	73	6	13	105	36	60	189	63	19	17	81	97	149
AS_CDS:b1670:ydhU:putative_cytochrome_b_subunit_of_YdhYVWXUT_oxidoreductase_complex:cds1658:-:785:NC_000913.3	2	7	4	5	22	22	4	6	14	8	18	12	9	2	5	5	19	37	10	2	9	0	3	13	7	3	40	8	26	43	9	0	12	13	1	12
CDS:b1671:ydhX:putative_4Fe-4S_ferridoxin-type_protein%3B_FNR%2C_Nar%2C_NarP-regulated_protein%3B_putative_subunit_of_YdhYVWXUT_oxidoreductase_complex:cds1659:-:668:NC_000913.3	12	4	3	23	16	57	22	41	31	10	30	159	18	8	9	35	56	16	12	24	21	22	13	38	1	14	45	12	37	34	17	8	0	39	63	133
